page,row_num,dept,policy,unit,detail,label,item,calc,basis,budget,prev,diff,indent
11,39,,,,,,705 예수금원리금상환,,,"28,084,580","16,367,120","11,717,460",5
11,40,,,,,,,01 예수금원금상환,,"27,400,000","15,400,000","12,000,000",6
11,41,,,,,,,본예산,,"27,400,000","15,400,000","12,000,000",6
11,42,,,,,,,◎신청사건립기금 예수금원금 상환(1차),"15,400,000,000원","15,400,000",,,6
11,43,,,,,,,◎신청사건립기금 예수금원금 상환(2차),"12,000,000,000원","12,000,000",,,6
11,44,,,,,,,02 예수금이자상환,,"684,580","967,120","△282,540",6
11,45,,,,,,,본예산,,"684,580","967,120","△282,540",6
11,46,,,,,,,◎신청사건립기금 예수금이자 상환(1차),"241,780,000원","241,780",,,6
11,47,,,,,,,◎신청사건립기금 예수금이자 상환(2차),"442,800,000원","442,800",,,6
11,49,,예비비(예비비/예비비),,,,,,,"5,933,278","5,300,782","632,496",1
12,10,,,,,,,,,"군          5,856,828",,,6
12,11,,,예비비,,,,,,"5,933,278","5,300,782","632,496",2
12,12,,,,,,,,,"도             76,450",,,6
12,13,,,,,,,,,"군          5,856,828",,,6
12,14,,,,예비비,,,,,"5,933,278","5,300,782","632,496",3
12,15,,,,,,,,,"도             76,450",,,6
12,16,,,,,,,,,"군          5,856,828",,,6
12,17,,,,,,801 예비비,,,"5,933,278","5,300,782","632,496",5
12,18,,,,,,,,,"도             76,450",,,6
12,19,,,,,,,,,"군          5,856,828",,,6
12,20,,,,,,,01 일반예비비,,"5,000,778","5,008,445","△7,667",6
12,21,,,,,,,본예산,,"5,000,778","5,008,445","△7,667",6
12,22,,,,,,,◎일반예비비,"5,000,778,000원","5,000,778",,,6
12,23,,,,,,,03 내부유보금,,"932,500","292,337","640,163",6
12,24,,,,,,,,,"도             76,450",,,6
12,25,,,,,,,,,"군            856,050",,,6
12,26,,,,,,,본예산,,"932,500","292,337","640,163",6
12,27,,,,,,,,,"도             76,450",,,6
12,28,,,,,,,,,"군            856,050",,,6
12,29,,,,,,,◎전통시장 활성화 보부상 재현,"40,000,000원","40,000",,,6
12,30,,,,,,,,,"도             20,000",,,6
12,31,,,,,,,,,"군             20,000",,,6
12,32,,,,,,,◎홍성 스타트업빌리지 특화콘텐츠 개발     및 운영,"50,000,000원","50,000",,,6
12,33,,,,,,,,,"도             25,000",,,6
12,34,,,,,,,,,"군             25,000",,,6
12,35,,,,,,,◎가축분뇨처리 효모제 지원,"20,000,000원","20,000",,,6
12,36,,,,,,,,,"도             10,000",,,6
12,37,,,,,,,,,"군             10,000",,,6
12,38,,,,,,,◎길고양이 중성화수술비 지원,"68,500,000원","68,500",,,6
12,39,,,,,,,◎홍성천지구 풍수해생활권 종합정비,"682,500,000원","682,500",,,6
12,40,,,,,,,◎조류피해 예방 레이저기반 유도 기술     시범,"71,500,000원","71,500",,,6
12,41,,,,,,,,,"도             21,450",,,6
12,42,,,,,,,,,"군             50,050",,,6
13,10,혁신전략담당관,,,,,,,,"28,250,006","11,555,091","16,694,915",0
13,11,,,,,,,,,"국         10,960,000",,,6
13,12,,,,,,,,,"도          3,772,048",,,6
13,13,,,,,,,,,"군         13,517,958",,,6
13,14,,혁신전략 발굴(산업ㆍ중소기업및에너지/산업진흥ㆍ고도화),,,,,,,"23,430,287","10,424,520","13,005,767",1
13,15,,,,,,,,,"국          7,110,000",,,6
13,16,,,,,,,,,"도          3,667,048",,,6
13,17,,,,,,,,,"군         12,653,239",,,6
13,18,,,혁신전략사업 개발,,,,,,"22,604,150","9,581,652","13,022,498",2
13,19,,,,,,,,,"국          7,110,000",,,6
13,20,,,,,,,,,"도          2,987,000",,,6
13,21,,,,,,,,,"군         12,507,150",,,6
13,22,,,,군정 전략개발 및 미래사업 발굴,,,,,"167,850","165,000","2,850",3
13,23,,,,,,201 일반운영비,,,"21,350","20,900",450,5
13,24,,,,,,,01 사무관리비,,"21,350","20,900",450,6
13,25,,,,,,,본예산,,"21,350","20,900",450,6
13,26,,,,,,,◎전략개발 업무추진 기본수용비,"4,500,000원","4,500",,,6
13,27,,,,,,,◎전략개발 및 공모사업 설명자료 제작,"10,800,000원","10,800",,,6
13,28,,,,,,,◎전략사업 발굴 전문가 자문수당,"100,000원*5명*4회","2,000",,,6
13,29,,,,,,,◎특근자 급식,"9,000원*5명*90일","4,050",,,6
13,30,,,,,,202 여비,,,"12,000","9,600","2,400",5
13,31,,,,,,,01 국내여비,,"12,000","9,600","2,400",6
13,32,,,,,,,본예산,,"12,000","9,600","2,400",6
13,33,,,,,,,◎기본업무 추진,"100,000원*8명*12월","9,600",,,6
13,34,,,,,,,◎전략사업 개발 업무 추진(관외),"100,000원*2명*12월","2,400",,,6
13,35,,,,,,203 업무추진비,,,"4,500","4,500",0,5
13,36,,,,,,,03 시책추진업무추진비,,"4,500","4,500",0,6
13,37,,,,,,,본예산,,"4,500","4,500",0,6
13,38,,,,,,,◎군정전략 및 미래 신산업 발굴,"4,500,000원","4,500",,,6
13,39,,,,,,207 연구개발비,,,"100,000","100,000",0,5
13,40,,,,,,,01 연구용역비,,"100,000","100,000",0,6
13,41,,,,,,,본예산,,"100,000","100,000",0,6
13,42,,,,,,,◎국비확보 공모사업 대응 발굴,"100,000,000원","100,000",,,6
13,43,,,,,,306 출연금,,,"30,000","30,000",0,5
13,44,,,,,,,01 출연금,,"30,000","30,000",0,6
13,45,,,,,,,본예산,,"30,000","30,000",0,6
13,46,,,,,,,◎충남연구원 출연금,"30,000,000원","30,000",,,6
13,47,,,,지방자치단체조합 충남혁신도시관리본부 지원,,,,,"5,906,800","5,109,652","797,148",3
14,10,,,,,,,13 공기관등에대한경상적위탁사업비,,"1,260,000","1,510,182","△250,182",6
14,11,,,,,,,본예산,,"1,260,000","1,510,182","△250,182",6
14,12,,,,,,,◎지방자치단체조합 충남혁신도시관리본     부 운영비,"1,260,000,000원","1,260,000",,,6
14,13,,,,,,403 자치단체등자본이전,,,"4,646,800","3,599,470","1,047,330",5
14,14,,,,,,,02 공기관등에대한자본적위탁사업비,,"4,646,800","3,599,470","1,047,330",6
14,15,,,,,,,본예산,,"4,646,800","3,599,470","1,047,330",6
14,16,,,,,,,◎지방자치단체조합 충남혁신도시관리본     부 시설운영비,"4,646,800,000원","4,646,800",,,6
14,17,,,,반려동물 원-웰페어 밸리,,,,,"10,243,000",0,"10,243,000",3
14,18,,,,,,,,,"국          7,110,000",,,6
14,19,,,,,,,,,"도          2,487,000",,,6
14,20,,,,,,,,,"군            646,000",,,6
14,21,,,,,,201 일반운영비,,,"40,000",0,"40,000",5
14,22,,,,,,,,,"국             40,000",,,6
14,23,,,,,,,01 사무관리비,,"10,000",0,"10,000",6
14,24,,,,,,,,,"국             10,000",,,6
14,25,,,,,,,본예산,,"10,000",0,"10,000",6
14,26,,,,,,,,,"국             10,000",,,6
14,27,,,,,,,◎반려동물 원-웰페어 밸리 홍보자료 제작,"8,000,000원","8,000",,,6
14,28,,,,,,,,,"국              8,000",,,6
14,29,,,,,,,◎반려동물 원-웰페어 밸리 위원회 수당,"100,000원*10명*2회","2,000",,,6
14,30,,,,,,,,,"국              2,000",,,6
14,31,,,,,,,03 행사운영비,,"30,000",0,"30,000",6
14,32,,,,,,,,,"국             30,000",,,6
14,33,,,,,,,본예산,,"30,000",0,"30,000",6
14,34,,,,,,,,,"국             30,000",,,6
14,35,,,,,,,◎반려동물 원-웰페어 밸리 박람회 참가,"30,000,000원*1회","30,000",,,6
14,36,,,,,,,,,"국             30,000",,,6
14,37,,,,,,307 민간이전,,,"60,000",0,"60,000",5
14,38,,,,,,,,,"국             60,000",,,6
14,39,,,,,,,02 민간경상사업보조,,"60,000",0,"60,000",6
14,40,,,,,,,,,"국             60,000",,,6
14,41,,,,,,,본예산,,"60,000",0,"60,000",6
14,42,,,,,,,,,"국             60,000",,,6
14,43,,,,,,,◎반려동물 원-웰페어 밸리 운영매뉴얼     고도화,"60,000,000원","60,000",,,6
14,44,,,,,,,,,"국             60,000",,,6
14,45,,,,,,401 시설비및부대비,,,"10,143,000",0,"10,143,000",5
14,46,,,,,,,,,"국          7,010,000",,,6
14,47,,,,,,,,,"도          2,487,000",,,6
15,10,,,,,,,01 시설비,,"10,143,000",0,"10,143,000",6
15,11,,,,,,,,,"국          7,010,000",,,6
15,12,,,,,,,,,"도          2,487,000",,,6
15,13,,,,,,,,,"군            646,000",,,6
15,14,,,,,,,본예산,,"10,143,000",0,"10,143,000",6
15,15,,,,,,,,,"국          7,010,000",,,6
15,16,,,,,,,,,"도          2,487,000",,,6
15,17,,,,,,,,,"군            646,000",,,6
15,18,,,,,,,◎반려동물 원-웰페어 밸리 조성,"10,143,000,000원","10,143,000",,,6
15,19,,,,,,,,,"국          7,010,000",,,6
15,20,,,,,,,,,"도          2,487,000",,,6
15,21,,,,,,,,,"군            646,000",,,6
15,22,,,,재난안전산업 진흥시설 조성 지원,,,,,"1,000,000","750,000","250,000",3
15,23,,,,,,306 출연금,,,"1,000,000","750,000","250,000",5
15,24,,,,,,,01 출연금,,"1,000,000","750,000","250,000",6
15,25,,,,,,,본예산,,"1,000,000","750,000","250,000",6
15,26,,,,,,,◎재난안전산업 진흥시설 조성 지원,"1,000,000,000원","1,000,000",,,6
15,27,,,,재난안전산업 기술사업화 지원,,,,,"1,000,000","500,000","500,000",3
15,28,,,,,,,,,"도            500,000",,,6
15,29,,,,,,,,,"군            500,000",,,6
15,30,,,,,,307 민간이전,,,"1,000,000","500,000","500,000",5
15,31,,,,,,,,,"도            500,000",,,6
15,32,,,,,,,,,"군            500,000",,,6
15,33,,,,,,,02 민간경상사업보조,,"1,000,000","500,000","500,000",6
15,34,,,,,,,,,"도            500,000",,,6
15,35,,,,,,,,,"군            500,000",,,6
15,36,,,,,,,본예산,,"1,000,000","500,000","500,000",6
15,37,,,,,,,,,"도            500,000",,,6
15,38,,,,,,,,,"군            500,000",,,6
15,39,,,,,,,◎재난안전산업 기술사업화 지원,"1,000,000,000원","1,000,000",,,6
15,40,,,,,,,,,"도            500,000",,,6
15,41,,,,,,,,,"군            500,000",,,6
15,42,,,,골대체 융합의료기기 실증기반 구축,,,,,"50,000","20,000","30,000",3
15,43,,,,,,306 출연금,,,"50,000","20,000","30,000",5
15,44,,,,,,,01 출연금,,"50,000","20,000","30,000",6
15,45,,,,,,,본예산,,"50,000","20,000","30,000",6
15,46,,,,,,,◎골대체 융합의료기기 실증기반 구축,"50,000,000원","50,000",,,6
15,47,,,,KAIST 모빌리티 연구소 운영 지원,,,,,"2,236,500","3,037,000","△800,500",3
15,49,,,,,,306 출연금,,,"2,236,500","3,037,000","△800,500",5
16,10,,,,,,,본예산,,"2,236,500","3,037,000","△800,500",6
16,11,,,,,,,◎KAIST 모빌리티 연구소 운영 지원,"2,236,500,000원","2,236,500",,,6
16,12,,,,바이오 의료기기 해외 진출 지원 제로트러스트 기반구축,,,,,"2,000,000",0,"2,000,000",3
16,13,,,,,,306 출연금,,,"2,000,000",0,"2,000,000",5
16,14,,,,,,,01 출연금,,"2,000,000",0,"2,000,000",6
16,15,,,,,,,본예산,,"2,000,000",0,"2,000,000",6
16,16,,,,,,,◎의료기기 해외진출 지원 제로트러스트     기반구축,"2,000,000,000원","2,000,000",,,6
16,17,,,친환경농정발전기획단,,,,,,"12,977","517,868","△504,891",2
16,18,,,,친환경농정 기획 및 조정,,,,,"12,977","517,868","△504,891",3
16,19,,,,,,101 인건비,,,"3,757","3,648",109,5
16,20,,,,,,,02 기타직보수,,"3,757","3,648",109,6
16,21,,,,,,,본예산,,"3,757","3,648",109,6
16,22,,,,,,,◎농업농촌발전기획 시간선택제임기제나     급(6급상당),,"3,757",,,6
16,23,,,,,,,○초과근무수당,"12,523원*1명*25시간*12월","3,757",,,6
16,24,,,,,,201 일반운영비,,,"9,220","14,220","△5,000",5
16,25,,,,,,,01 사무관리비,,"9,220","14,220","△5,000",6
16,26,,,,,,,본예산,,"9,220","14,220","△5,000",6
16,27,,,,,,,◎일반수용비,,"2,800",,,6
16,28,,,,,,,○친환경농정발전기획단 기본수용비,"800,000원",800,,,6
16,29,,,,,,,○부처 공모사업 대응 계획서 및 자료제작,"1,000,000원","1,000",,,6
16,30,,,,,,,○민관 거버넌스 '홍성통' 운영비,"1,000,000원","1,000",,,6
16,31,,,,,,,◎운영수당,,"4,800",,,6
16,32,,,,,,,○홍성농정 정책 발굴 자문수당,"100,000원*8명*4회","3,200",,,6
16,33,,,,,,,○홍성농정발전포럼 토론자 수당,"100,000원*8명*2회","1,600",,,6
16,34,,,,,,,◎특근자 급식,"9,000원*1명*90일",810,,,6
16,35,,,,,,,◎특근자 급식(공무직),"9,000원*1명*90일",810,,,6
16,36,,,내포혁신도시 지원,,,,,,"148,160",0,"148,160",2
16,37,,,,,,,,,"도             15,048",,,6
16,38,,,,,,,,,"군            133,112",,,6
16,39,,,,공공기관 이전을 위한 충남혁신도시 홍보지원,,,,,"98,000",0,"98,000",3
16,40,,,,,,308 자치단체등이전,,,"98,000",0,"98,000",5
16,41,,,,,,,13 공기관등에대한경상적위탁사업비,,"98,000",0,"98,000",6
16,42,,,,,,,본예산,,"98,000",0,"98,000",6
16,43,,,,,,,◎충남혁신도시 홍보비,"98,000,000원","98,000",,,6
16,44,,,,내포신도시 공공기관 이전 및 정착 지원,,,,,"50,160",0,"50,160",3
16,46,,,,,,,,,"도             15,048",,,6
17,10,,,,,,306 출연금,,,"50,160",0,"50,160",5
17,11,,,,,,,,,"도             15,048",,,6
17,12,,,,,,,,,"군             35,112",,,6
17,13,,,,,,,01 출연금,,"50,160",0,"50,160",6
17,14,,,,,,,,,"도             15,048",,,6
17,15,,,,,,,,,"군             35,112",,,6
17,16,,,,,,,본예산,,"50,160",0,"50,160",6
17,17,,,,,,,,,"도             15,048",,,6
17,18,,,,,,,,,"군             35,112",,,6
17,19,,,,,,,◎한국어촌어항공단 서해지사 사무공간     임차료,"50,160,000원","50,160",,,6
17,20,,,,,,,,,"도             15,048",,,6
17,21,,,,,,,,,"군             35,112",,,6
17,22,,,제2단계 제2기 균형발전사업,,,,,,"665,000","325,000","340,000",2
17,23,,,,,,,,,"도            665,000",,,6
17,24,,,,반려동물 바이오 헬스테크 시험평가인증센터 구축,,,,,"665,000","100,000","565,000",3
17,25,,,,,,,,,"도            665,000",,,6
17,26,,,,,,402 민간자본이전,,,"665,000",0,"665,000",5
17,27,,,,,,,,,"도            665,000",,,6
17,28,,,,,,,02 민간자본사업보조(이전재원),,"665,000",0,"665,000",6
17,29,,,,,,,,,"도            665,000",,,6
17,30,,,,,,,본예산,,"665,000",0,"665,000",6
17,31,,,,,,,,,"도            665,000",,,6
17,32,,,,,,,◎반려동물 바이오 헬스테크 시험평가인     증센터 구축(1차년도),"665,000,000원","665,000",,,6
17,33,,,,,,,,,"도            665,000",,,6
17,34,,전략사업 추진 및 신도시 지원(일반공공행정/일반행정),,,,,,,"1,048,860","10,860","1,038,000",1
17,35,,,,,,,,,"국            350,000",,,6
17,36,,,,,,,,,"도            105,000",,,6
17,37,,,,,,,,,"군            593,860",,,6
17,38,,,전략사업 추진,,,,,,"1,048,860","10,860","1,038,000",2
17,39,,,,,,,,,"국            350,000",,,6
17,40,,,,,,,,,"도            105,000",,,6
17,41,,,,,,,,,"군            593,860",,,6
17,42,,,,전략사업 추진 운영,,,,,"10,860","10,860",0,3
17,43,,,,,,201 일반운영비,,,"4,860","4,860",0,5
17,44,,,,,,,01 사무관리비,,"4,860","4,860",0,6
17,45,,,,,,,본예산,,"4,860","4,860",0,6
17,46,,,,,,,◎전략사업 업무추진 일반수용비,"2,700,000원","2,700",,,6
17,47,,,,,,,◎전략사업 업무추진 특근자 급식비,"9,000원*3명*80일","2,160",,,6
17,49,,,,,,202 여비,,,"6,000","6,000",0,5
18,10,,,,,,,본예산,,"6,000","6,000",0,6
18,11,,,,,,,◎기본업무추진(관내),"100,000원*3명*12월","3,600",,,6
18,12,,,,,,,◎전략사업 업무추진(관외),"100,000원*2명*12월","2,400",,,6
18,13,,,,광천읍 상정지구 농촌공간정비,,,,,"1,016,000",0,"1,016,000",3
18,14,,,,,,,,,"국            350,000",,,6
18,15,,,,,,,,,"도            105,000",,,6
18,16,,,,,,,,,"군            561,000",,,6
18,17,,,,,,401 시설비및부대비,,,"1,016,000",0,"1,016,000",5
18,18,,,,,,,,,"국            350,000",,,6
18,19,,,,,,,,,"도            105,000",,,6
18,20,,,,,,,,,"군            561,000",,,6
18,21,,,,,,,01 시설비,,"1,016,000",0,"1,016,000",6
18,22,,,,,,,,,"국            350,000",,,6
18,23,,,,,,,,,"도            105,000",,,6
18,24,,,,,,,,,"군            561,000",,,6
18,25,,,,,,,본예산,,"1,016,000",0,"1,016,000",6
18,26,,,,,,,,,"국            350,000",,,6
18,27,,,,,,,,,"도            105,000",,,6
18,28,,,,,,,,,"군            561,000",,,6
18,29,,,,,,,◎광천읍 상정지구 농촌공간정비사업,"1,016,000,000원","1,016,000",,,6
18,30,,,,,,,,,"국            350,000",,,6
18,31,,,,,,,,,"도            105,000",,,6
18,32,,,,,,,,,"군            561,000",,,6
18,33,,,,농촌공간정비사업 예비계획 수립,,,,,"22,000",0,"22,000",3
18,34,,,,,,207 연구개발비,,,"22,000",0,"22,000",5
18,35,,,,,,,01 연구용역비,,"22,000",0,"22,000",6
18,36,,,,,,,본예산,,"22,000",0,"22,000",6
18,37,,,,,,,◎홍북읍 농촌공간정비사업 예비계획수립,"22,000,000원","22,000",,,6
18,38,,혁신전략 관리(일반공공행정/일반행정),,,,,,,"3,718,560","1,068,560","2,650,000",1
18,39,,,,,,,,,"국          3,500,000",,,6
18,40,,,,,,,,,"군            218,560",,,6
18,41,,,혁신전략 및 공약사업  관리,,,,,,"3,718,560","1,068,560","2,650,000",2
18,42,,,,,,,,,"국          3,500,000",,,6
18,43,,,,,,,,,"군            218,560",,,6
18,44,,,,혁신전략 및 공약사업 관리,,,,,"68,560","68,560",0,3
18,45,,,,,,201 일반운영비,,,"39,160","39,160",0,5
18,46,,,,,,,01 사무관리비,,"39,160","39,160",0,6
18,47,,,,,,,본예산,,"39,160","39,160",0,6
18,49,,,,,,,◎기본수용비,"2,700,000원","2,700",,,6
19,10,,,,,,,◎현안사업 추진상황 보고자료 제작,"4,000,000원","4,000",,,6
19,11,,,,,,,◎국도비 확보 추진상황 보고자료 제작,"3,000,000원","3,000",,,6
19,12,,,,,,,◎공약이행 추진상황 보고자료 제작,"4,000,000원","4,000",,,6
19,13,,,,,,,◎홍성군 공약이행평가단 참석수당,"100,000원*18명*6회","10,800",,,6
19,14,,,,,,,◎특근자 급식,"9,000원*3명*80일","2,160",,,6
19,15,,,,,,202 여비,,,"14,400","14,400",0,5
19,16,,,,,,,01 국내여비,,"14,400","14,400",0,6
19,17,,,,,,,본예산,,"14,400","14,400",0,6
19,18,,,,,,,◎기본업무추진,"100,000원*3명*12월","3,600",,,6
19,19,,,,,,,◎정부예산확보 및 대외협력 업무 추진(     관외),"300,000원*3명*12월","10,800",,,6
19,20,,,,,,203 업무추진비,,,"15,000","15,000",0,5
19,21,,,,,,,03 시책추진업무추진비,,"15,000","15,000",0,6
19,22,,,,,,,본예산,,"15,000","15,000",0,6
19,23,,,,,,,◎정부예산확보 및 대외협력 업무추진,"15,000,000원","15,000",,,6
19,24,,,,홍성 K-락(_xF95C_) 디지털 스페이스 조성,,,,,"3,650,000","1,000,000","2,650,000",3
19,25,,,,,,,,,"국          3,500,000",,,6
19,26,,,,,,,,,"군            150,000",,,6
19,27,,,,,,401 시설비및부대비,,,"3,650,000","950,000","2,700,000",5
19,28,,,,,,,,,"국          3,500,000",,,6
19,29,,,,,,,,,"군            150,000",,,6
19,30,,,,,,,01 시설비,,"3,650,000","950,000","2,700,000",6
19,31,,,,,,,,,"국          3,500,000",,,6
19,32,,,,,,,,,"군            150,000",,,6
19,33,,,,,,,본예산,,"3,650,000","950,000","2,700,000",6
19,34,,,,,,,,,"국          3,500,000",,,6
19,35,,,,,,,,,"군            150,000",,,6
19,36,,,,,,,◎홍성 K-락(_xF95C_) 디지털 스페이스 조성,"3,650,000,000원","3,650,000",,,6
19,37,,,,,,,,,"국          3,500,000",,,6
19,38,,,,,,,,,"군            150,000",,,6
19,39,,행정운영경비(혁신전략담당관)(기타/기타),,,,,,,"52,299","51,151","1,148",1
19,40,,,부서인력운영비,,,,,,"39,435","38,287","1,148",2
19,41,,,,부서인력운영비,,,,,"39,435","38,287","1,148",3
19,42,,,,,,101 인건비,,,"39,435","38,287","1,148",5
19,43,,,,,,,01 보수,,"39,435","38,287","1,148",6
19,44,,,,,,,본예산,,"39,435","38,287","1,148",6
19,45,,,,,,,◎시간외근무수당,"11,950원*11명*25시간*12월","39,435",,,6
20,10,,,,기본경비,,,,,"12,864","12,864",0,3
20,11,,,,,,201 일반운영비,,,"9,864","9,864",0,5
20,12,,,,,,,01 사무관리비,,"9,864","9,864",0,6
20,13,,,,,,,본예산,,"9,864","9,864",0,6
20,14,,,,,,,◎관서운영비,"5,064,000원","5,064",,,6
20,15,,,,,,,◎복합기 임차료,"400,000원*1대*12월","4,800",,,6
20,16,,,,,,203 업무추진비,,,"3,000","3,000",0,5
20,17,,,,,,,04 부서운영업무추진비,,"3,000","3,000",0,6
